Zona;Provincia;Canton;Distrito;Circuito;fecha infraccion;dia;mes;anio;Hora Infracción;hora;minutos;segundos;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 6;AZUAY;CUENCA;CUENCA SUR;SUCRE;25/7/2014;25;7;2014;8:00;8;0;0;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;GENERAL FARFAN;12/1/2014;12;1;2014;20:10;20;10;0;Asesinatos;31;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA MERCED;25/7/2014;25;7;2014;15:10;15;10;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;GONZANAMA;CALVAS;GONZANAMA;24/7/2014;24;7;2014;4:00;4;0;0;Homicidios;82;MASCULINO;VIUDO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;26/7/2014;26;7;2014;1:00;1;0;0;Homicidios;78;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LORETO;ORELLANA LORETO;24 DE MAYO;1/6/2014;1;6;2014;8:00;8;0;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;VILLA NUEVA;26/7/2014;26;7;2014;10:30;10;30;0;Asesinatos;78;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;QUITUMBE;26/7/2014;26;7;2014;16:00;16;0;0;Homicidios;76;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;LOS_RIOS;VINCES;VINCES;ABRAS DE MANTEQUILLA;26/7/2014;26;7;2014;20:00;20;0;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;27/7/2014;27;7;2014;9:40;9;40;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;27/7/2014;27;7;2014;9:40;9;40;0;Asesinatos;17;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;27/7/2014;27;7;2014;23:00;23;0;0;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;28/7/2014;28;7;2014;18:30;18;30;0;Homicidios;21;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;29/7/2014;29;7;2014;3:00;3;0;0;Homicidios;23;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SIMON_BOLIVAR;JUJAN SIMON BOLIVAR;SIMON BOLIVAR;28/7/2014;28;7;2014;18:00;18;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;29/4/2014;29;4;2014;9:45;9;45;0;Asesinatos;50;MASCULINO;CASADO;COLOMBIA
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;DIVINO NIÑO;24/1/2014;24;1;2014;22:40;22;40;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;URDANETA;PUEBLOVIEJO;RICAURTE;5/1/2014;5;1;2014;2:00;2;0;0;Homicidios;30;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;MONJAS COLLACOTO;20/7/2014;20;7;2014;0:00;0;0;0;Homicidios;35;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;5/4/2014;5;4;2014;18:00;18;0;0;Homicidios;25;MASCULINO;CASADO;ECUADOR
ZONA 3;PASTAZA;PASTAZA;PASTAZA;PUYO SUR;24/2/2014;24;2;2014;22:00;22;0;0;Homicidios;18;FEMENINO;CASADO;ECUADOR
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;7/2/2014;7;2;2014;21:00;21;0;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;MONTALVO;11/1/2014;11;1;2014;14:00;14;0;0;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;9 DE MAYO;27/2/2014;27;2;2014;7:30;7;30;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;23/2/2014;23;2;2014;1:30;1;30;0;Asesinatos;38;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;BARRIO NUEVO;30/3/2014;30;3;2014;0:05;0;5;0;Homicidios;23;MASCULINO;UNION LIBRE;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;BOMBOLI;26/3/2014;26;3;2014;8:00;8;0;0;Homicidios;16;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;22/1/2014;22;1;2014;19:30;19;30;0;Asesinatos;50;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;PUERTO DEL MONO;3/1/2014;3;1;2014;19:30;19;30;0;Sicariatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;ITCHIMBIA;15/1/2014;15;1;2014;9:22;9;22;0;Homicidios;41;FEMENINO;DIVORCIADO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;ROSA ZARATE;15/2/2014;15;2;2014;7:30;7;30;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;BATALLON DEL SUBURBIO;13/3/2014;13;3;2014;22:45;22;45;0;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;JUAN BAUTISTA AGUIRRE;4/4/2014;4;4;2014;9:00;9;0;0;Asesinatos;32;FEMENINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;GUACHARACA;23/2/2014;23;2;2014;4:00;4;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;SAN_MIGUEL_DE_URCUQUI;CIUDAD BLANCA;LAS TERMAS;12/1/2014;12;1;2014;12:30;12;30;0;Asesinatos;71;FEMENINO;VIUDO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;1/1/2014;1;1;2014;16:30;16;30;0;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;10/4/2014;10;4;2014;22:45;22;45;0;Sicariatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;TERMINAL TERRESTRE;9/1/2014;9;1;2014;23:40;23;40;0;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;RAYITO DE LUZ;3/4/2014;3;4;2014;23:30;23;30;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;LA MARISCAL;1/1/2014;1;1;2014;9:22;9;22;0;Homicidios;32;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 4;MANABI;EL_CARMEN;EL CARMEN;EL CARMEN;8/1/2014;8;1;2014;2:30;2;30;0;Asesinatos;24;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;28/4/2014;28;4;2014;2:00;2;0;0;Homicidios;41;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;SANTA_LUCIA;DAULE;SANTA LUCIA;1/1/2014;1;1;2014;4:30;4;30;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABA;BABAHOYO;ISLA DE BEJUCAL;16/3/2014;16;3;2014;10:00;10;0;0;Homicidios;26;FEMENINO;UNION LIBRE;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;SAN LUIS;1/1/2014;1;1;2014;23:30;23;30;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;LA MARISCAL;27/3/2014;27;3;2014;23:00;23;0;0;Homicidios;48;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;7/7/2014;7;7;2014;16:30;16;30;0;Asesinatos;38;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;CARCELEN;25/1/2014;25;1;2014;15:30;15;30;0;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;31/7/2014;31;7;2014;2:00;2;0;0;Asesinatos;41;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;BARRIAL BLANCO;1/1/2014;1;1;2014;0:00;0;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;EL PLACER;1/1/2014;1;1;2014;12:30;12;30;0;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;ALAJUELA;8/3/2014;8;3;2014;15:00;15;0;0;Homicidios;62;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;MALIMPIA;5/2/2014;5;2;2014;23:40;23;40;0;Homicidios;49;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;27/1/2014;27;1;2014;1:45;1;45;0;Homicidios;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;30/1/2014;30;1;2014;14:00;14;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;COJIMIES;26/4/2014;26;4;2014;10:30;10;30;0;Asesinatos;66;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL CENTRO;10/1/2014;10;1;2014;22:00;22;0;0;Homicidios;36;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;ARGELIA;1/2/2014;1;2;2014;17:30;17;30;0;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;13/3/2014;13;3;2014;19:30;19;30;0;Asesinatos;36;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;CONOCOTO NORTE;21/1/2014;21;1;2014;18:30;18;30;0;Homicidios;51;MASCULINO;CASADO;ECUADOR
ZONA 3;PASTAZA;PASTAZA;PASTAZA;PUYO SUR;27/4/2014;27;4;2014;9:00;9;0;0;Asesinatos;76;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;12/4/2014;12;4;2014;14:00;14;0;0;Asesinatos;31;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;HUAQUILLAS;HUAQUILLAS;HUALTACO;13/1/2014;13;1;2014;13:30;13;30;0;Homicidios;37;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SACHAS;9/1/2014;9;1;2014;8:00;8;0;0;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;27/1/2014;27;1;2014;23:10;23;10;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;16/3/2014;16;3;2014;3:00;3;0;0;Asesinatos;28;MASCULINO;UNION LIBRE;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MONAY;6/1/2014;6;1;2014;19:45;19;45;0;Asesinatos;84;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CARAPUNGO;22/1/2014;22;1;2014;23:30;23;30;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;QUININDE;8/3/2014;8;3;2014;5:00;5;0;0;Asesinatos;30;MASCULINO;CASADO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;LA_CONCORDIA;LA CONCORDIA;MONTE REY;21/3/2014;21;3;2014;20:30;20;30;0;Asesinatos;61;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;LA FERROVIARIA;10/3/2014;10;3;2014;12:30;12;30;0;Homicidios;19;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHIMBACALLE;11/5/2014;11;5;2014;4:00;4;0;0;Homicidios;25;MASCULINO;NO DETERMINADO;OTROS
ZONA 4;MANABI;MANTA;MANTA;CENTRO;31/1/2014;31;1;2014;12:00;12;0;0;Homicidios;38;MASCULINO;CASADO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LA CONDAMINE;1/1/2014;1;1;2014;9:00;9;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;SANTA_ISABEL;GIRON;LA UNION;12/1/2014;12;1;2014;4:45;4;45;0;Homicidios;50;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;4/3/2014;4;3;2014;0:15;0;15;0;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;14/2/2014;14;2;2014;1:00;1;0;0;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;PORTETE;15/3/2014;15;3;2014;2:30;2;30;0;Asesinatos;80;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;JAIME ROLDOS;18/1/2014;18;1;2014;10:00;10;0;0;Homicidios;51;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA UNION;16/3/2014;16;3;2014;12:00;12;0;0;Homicidios;51;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;14/1/2014;14;1;2014;18:00;18;0;0;Sicariatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;PORTOVELO;ZARUMA;PORTOVELO;20/4/2014;20;4;2014;6:30;6;30;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;LA ESPERANZA;19/4/2014;19;4;2014;9:00;9;0;0;Asesinatos;27;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;VALENCIA;12/1/2014;12;1;2014;20:30;20;30;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;EL PROLETARIADO;4/2/2014;4;2;2014;14:00;14;0;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 1;CARCHI;TULCAN;TULCAN;TUFIÑO;18/5/2014;18;5;2014;6:45;6;45;0;Asesinatos;48;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;27/2/2014;27;2;2014;17:00;17;0;0;Homicidios;30;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;CALDERON;9/4/2014;9;4;2014;20:30;20;30;0;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;ALBORADA;16/3/2014;16;3;2014;2:30;2;30;0;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA SUR;13/4/2014;13;4;2014;1:45;1;45;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;RIO BONITO;21/2/2014;21;2;2014;0:00;0;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;1/3/2014;1;3;2014;22:30;22;30;0;Asesinatos;60;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;PLAYAS;PLAYAS;PLAYAS;22/1/2014;22;1;2014;;;;;Homicidios;25;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;GRAL SERRANO;10/1/2014;10;1;2014;0:00;0;0;0;Asesinatos;45;MASCULINO;CASADO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;PUEBLO NUEVO;2/4/2014;2;4;2014;18:30;18;30;0;Asesinatos;33;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;11/3/2014;11;3;2014;20:30;20;30;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;13/4/2014;13;4;2014;19:30;19;30;0;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;ORQUIDEAS;16/3/2014;16;3;2014;0:00;0;0;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;14/4/2014;14;4;2014;4:45;4;45;0;Asesinatos;16;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;22/1/2014;22;1;2014;6:00;6;0;0;Sicariatos;42;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;QUININDE;QUININDE;LA UNION;7/5/2014;7;5;2014;0:30;0;30;0;Homicidios;63;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;EL MIRADOR;2/3/2014;2;3;2014;5:00;5;0;0;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVO GUAYAQUIL;21/3/2014;21;3;2014;22:00;22;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;RIO BONITO;24/4/2014;24;4;2014;10:30;10;30;0;Asesinatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CHILE;15/4/2014;15;4;2014;22:00;22;0;0;Asesinatos;31;MASCULINO;DIVORCIADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA BOTA;16/4/2014;16;4;2014;3:20;3;20;0;Homicidios;24;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;RICAURTE;22/3/2014;22;3;2014;5:45;5;45;0;Homicidios;69;MASCULINO;CASADO;ECUADOR
ZONA 7;EL_ORO;PASAJE;PASAJE;VELASCO IBARRA;1/3/2014;1;3;2014;21:00;21;0;0;Homicidios;55;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PORTOVIEJO;PORTOVIEJO;ABDON CALDERON;22/3/2014;22;3;2014;16:00;16;0;0;Asesinatos;67;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;EL VECINO;9/4/2014;9;4;2014;17:30;17;30;0;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;2/4/2014;2;4;2014;7:00;7;0;0;Homicidios;29;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SANTA MARTHA;12/1/2014;12;1;2014;7:15;7;15;0;Homicidios;24;MASCULINO;SOLTERO;COLOMBIA
ZONA 7;EL_ORO;MACHALA;MACHALA;PAEZ;28/3/2014;28;3;2014;2:30;2;30;0;Homicidios;39;FEMENINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CUBA;30/1/2014;30;1;2014;22:30;22;30;0;Asesinatos;58;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;LOS ESTEROS;30/7/2014;30;7;2014;19:15;19;15;0;Asesinatos;31;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJAL;NARANJAL BALAO;NARANJAL SUR;30/1/2014;30;1;2014;17:45;17;45;0;Asesinatos;54;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CHILE;22/3/2014;22;3;2014;5:00;5;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;TURUBAMBA;19/4/2014;19;4;2014;3:30;3;30;0;Homicidios;36;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;SUBURBIO;23/3/2014;23;3;2014;0:00;0;0;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;LAS TOTORAS;31/1/2014;31;1;2014;18:40;18;40;0;Homicidios;72;FEMENINO;DIVORCIADO;ECUADOR
ZONA 4;MANABI;24_DE_MAYO;24 DE MAYO;BELLAVISTA;28/3/2014;28;3;2014;0:45;0;45;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;FLORIDA;6/4/2014;6;4;2014;22:00;22;0;0;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;GALO PLAZA;31/1/2014;31;1;2014;19:30;19;30;0;Asesinatos;23;MASCULINO;UNION LIBRE;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;15/4/2014;15;4;2014;19:00;19;0;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;ANTEPARA;23/3/2014;23;3;2014;23:00;23;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CENTRO;9/1/2014;9;1;2014;9:00;9;0;0;Homicidios;60;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;21/4/2014;21;4;2014;7:00;7;0;0;Homicidios;46;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;SAN FRANCISCO;28/3/2014;28;3;2014;17:30;17;30;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;PEDERNALES;PEDERNALES;ACHIOTE;14/2/2014;14;2;2014;11:00;11;0;0;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;OTAVALO;VALLE DEL AMANECER;SAN LUIS;5/2/2014;5;2;2014;10:00;10;0;0;Homicidios;40;MASCULINO;CASADO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;MONAY;10/4/2014;10;4;2014;15:30;15;30;0;Asesinatos;20;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LA DELICIA;LA ROLDOS;20/4/2014;20;4;2014;1:00;1;0;0;Homicidios;16;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;UNION DE BANANEROS;28/3/2014;28;3;2014;16:00;16;0;0;Asesinatos;15;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;VALENCIA;BUENA FE;LA NUEVA UNION;25/3/2014;25;3;2014;11:30;11;30;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CAMILO_PONCE_ENRIQUEZ;PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;18/4/2014;18;4;2014;6:30;6;30;0;Asesinatos;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE ESTE;27/4/2014;27;4;2014;15:00;15;0;0;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;GUAMANI;1/1/2014;1;1;2014;3:30;3;30;0;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;VICTORIA;24/4/2014;24;4;2014;15:40;15;40;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;MONTE BELLO;29/3/2014;29;3;2014;9:00;9;0;0;Asesinatos;74;MASCULINO;CASADO;CHILE
ZONA 9;PICHINCHA;QUITO;QUITUMBE;ECUATORIANA;1/4/2014;1;4;2014;22:45;22;45;0;Homicidios;35;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;CHILE;24/4/2014;24;4;2014;12:00;12;0;0;Asesinatos;36;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;13/3/2014;13;3;2014;20:00;20;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;GUASMO;31/3/2014;31;3;2014;22:30;22;30;0;Sicariatos;28;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;ARBOLITO;1/8/2014;1;8;2014;1:30;1;30;0;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;SAN SEBASTIAN;28/2/2014;28;2;2014;0:00;0;0;0;Asesinatos;11;FEMENINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LICTO;21/1/2014;21;1;2014;17:00;17;0;0;Asesinatos;1;FEMENINO;SOLTERO;ECUADOR
