Zona;Provincia;Canton;Distrito;Circuito;fecha infraccion;dia;mes;anio;Hora Infracción;hora;minutos;segundos;tipo_muert_matriz;Edad;Sexo;Estado Civil;Nacionalidad
ZONA 5;SANTA_ELENA;SALINAS;LIBERTAD SALINAS;PUERTO AGUAJE;28/9/2014;28;9;2014;1:00;1;0;0;Asesinatos;25;FEMENINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;IBARRA;CIUDAD BLANCA;LITA;27/9/2014;27;9;2014;2:31;2;31;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;MATA DE CACAO;30/8/2014;30;8;2014;8:00;8;0;0;Homicidios;28;MASCULINO;SOLTERO;ECUADOR
ZONA 3;COTOPAXI;SIGCHOS;SIGCHOS;LAS PAMPAS;30/6/2014;30;6;2014;14:00;14;0;0;Homicidios;19;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;ANCHAYACU;30/9/2014;30;9;2014;6:15;6;15;0;Asesinatos;41;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;JUAN MONTALVO;30/9/2014;30;9;2014;21:30;21;30;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;30/9/2014;30;9;2014;19:20;19;20;0;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;1/10/2014;1;10;2014;21:00;21;0;0;Homicidios;51;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;JUAN MONTALVO;30/9/2014;30;9;2014;21:30;21;30;0;Asesinatos;27;MASCULINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;QUITUMBE;CHILLOGALLO;1/10/2014;1;10;2014;2:00;2;0;0;Homicidios;79;FEMENINO;SOLTERO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL CENTRO;2/10/2014;2;10;2014;6:09;6;9;0;Asesinatos;27;MASCULINO;UNION LIBRE;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;7/9/2014;7;9;2014;1:20;1;20;0;Homicidios;63;MASCULINO;CASADO;ECUADOR
ZONA 7;LOJA;GONZANAMA;CALVAS;NAMBACOLA;4/10/2014;4;10;2014;5:30;5;30;0;Homicidios;59;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;FLORIDA;BELLAVISTA;4/10/2014;4;10;2014;21:30;21;30;0;Asesinatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;VALLE HERMOSO;5/10/2014;5;10;2014;3:50;3;50;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;LA PRADERA;1/10/2014;1;10;2014;16:30;16;30;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;IMBABURA;PIMAMPIRO;CIUDAD BLANCA;PIMAMPIRO;5/10/2014;5;10;2014;5:00;5;0;0;Femicidios;25;FEMENINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHILIBULO;6/10/2014;6;10;2014;6:45;6;45;0;Homicidios;52;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;9 DE OCTUBRE;7/10/2014;7;10;2014;20:30;20;30;0;Asesinatos;72;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;NARANJITO;NARANJITO MARCELINO MARIDUEÑA;NARANJITO ESTE;5/10/2014;5;10;2014;18:00;18;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;BALSAS;PIÑAS;BALSAS;8/10/2014;8;10;2014;18:00;18;0;0;Homicidios;3;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;BALSAS;PIÑAS;BALSAS;8/10/2014;8;10;2014;18:00;18;0;0;Homicidios;4;FEMENINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;9/10/2014;9;10;2014;11:30;11;30;0;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHILIBULO;9/10/2014;9;10;2014;20:16;20;16;0;Homicidios;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;9/10/2014;9;10;2014;21:30;21;30;0;Asesinatos;26;MASCULINO;SOLTERO;ECUADOR
ZONA 7;ZAMORA_CHINCHIPE;PALANDA;CHINCHIPE;PALANDA;8/10/2014;8;10;2014;18:40;18;40;0;Homicidios;57;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;10/10/2014;10;10;2014;11:00;11;0;0;Asesinatos;28;MASCULINO;CASADO;ECUADOR
ZONA 3;COTOPAXI;LA_MANA;LA MANA;LA MANA SUR;9/10/2014;9;10;2014;0:00;0;0;0;Femicidios;29;FEMENINO;SOLTERO;ECUADOR
ZONA 2;NAPO;QUIJOS;EL VALLE DE QUIJOS;PAPALLACTA;10/10/2014;10;10;2014;13:00;13;0;0;Asesinatos;49;FEMENINO;DIVORCIADO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;LA PRIMAVERA;10/10/2014;10;10;2014;23:00;23;0;0;Asesinatos;41;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;10/10/2014;10;10;2014;16:30;16;30;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;MODELO;ALBORADA;11/10/2014;11;10;2014;0:50;0;50;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;PATRICIA PILAR;11/10/2014;11;10;2014;19:30;19;30;0;Asesinatos;73;MASCULINO;DIVORCIADO;FRANCIA                                           
ZONA 9;PICHINCHA;QUITO;MANUELA SAENZ;SAN JUAN;12/10/2014;12;10;2014;1:30;1;30;0;Homicidios;23;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;GARAY;11/10/2014;11;10;2014;4:45;4;45;0;Homicidios;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;BASTION POPULAR NORTE;11/10/2014;11;10;2014;20:30;20;30;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA SUR;EL VALLE;12/10/2014;12;10;2014;18:30;18;30;0;Homicidios;30;MASCULINO;CASADO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;21/8/2014;21;8;2014;20:30;20;30;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;JUAN EULOGIO;14/8/2014;14;8;2014;4:00;4;0;0;Homicidios;26;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 6;CANAR;DELEG;AZOGUES;DELEG;13/10/2014;13;10;2014;1:30;1;30;0;Asesinatos;56;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;DELEG;AZOGUES;DELEG;13/10/2014;13;10;2014;1:00;1;0;0;Asesinatos;43;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;SABANA;15/10/2014;15;10;2014;0:30;0;30;0;Asesinatos;32;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;SAN_JACINTO_DE_BUENA_FE;BUENA FE;BUENA FE ESTE;16/10/2014;16;10;2014;22:40;22;40;0;Asesinatos;34;MASCULINO;DIVORCIADO;ECUADOR
ZONA 5;SANTA_ELENA;LA_LIBERTAD;LIBERTAD SALINAS;VIRGEN DEL CARMEN;16/10/2014;16;10;2014;20:10;20;10;0;Asesinatos;43;FEMENINO;UNION LIBRE;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHILIBULO;18/10/2014;18;10;2014;1:00;1;0;0;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 6;CANAR;LA_TRONCAL;LA TRONCAL;TRONCAL NORTE;17/10/2014;17;10;2014;18:05;18;5;0;Homicidios;33;MASCULINO;CASADO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;19/10/2014;19;10;2014;11:40;11;40;0;Asesinatos;2;FEMENINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;PUERTO_FRANCISCO_DE_ORELLANA;ORELLANA LORETO;LA BELLEZA;13/9/2014;13;9;2014;18:30;18;30;0;Asesinatos;59;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SALITRE;SALITRE;VICTORIA;18/10/2014;18;10;2014;18:00;18;0;0;Sicariatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PORTETE;CISNE;19/10/2014;19;10;2014;23:00;23;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;19/10/2014;19;10;2014;20:00;20;0;0;Asesinatos;44;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;19/10/2014;19;10;2014;20:00;20;0;0;Asesinatos;41;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;PARAISO LA FLOR;19/10/2014;19;10;2014;23:00;23;0;0;Asesinatos;24;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;CHIMBO;SAN MIGUEL;MAGDALENA;19/10/2014;19;10;2014;10:30;10;30;0;Asesinatos;59;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;LA YOLITA;20/10/2014;20;10;2014;0:00;0;0;0;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ELOY_ALFARO;ELOY ALFARO;LIMONES;20/10/2014;20;10;2014;12:00;12;0;0;Asesinatos;20;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;18/10/2014;18;10;2014;21:00;21;0;0;Asesinatos;45;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;21/10/2014;21;10;2014;7:00;7;0;0;Femicidios;34;FEMENINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;SAN PEDRO;7/10/2014;7;10;2014;7:00;7;0;0;Homicidios;25;MASCULINO;SOLTERO;ECUADOR
ZONA 2;ORELLANA;LA_JOYA_DE_LOS_SACHAS;LA JOYA DE LOS SACHAS;POMPEYA;4/10/2014;4;10;2014;20:20;20;20;0;Asesinatos;11;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;FLOR DE BASTION;21/10/2014;21;10;2014;20:30;20;30;0;Femicidios;39;FEMENINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;GONZALO_PIZARRO;SUCUMBIOS;LUMBAQUI;22/10/2014;22;10;2014;9:45;9;45;0;Homicidios;34;MASCULINO;CASADO;ECUADOR
ZONA 3;TUNGURAHUA;AMBATO;AMBATO SUR;LETAMENDI;24/10/2014;24;10;2014;2:30;2;30;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;MONTALVO;BABAHOYO;MONTALVO;24/10/2014;24;10;2014;11:30;11;30;0;Homicidios;53;MASCULINO;UNION LIBRE;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;DAMMER;24/10/2014;24;10;2014;8:40;8;40;0;Homicidios;26;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;CONOCOTO SUR;24/10/2014;24;10;2014;18:08;18;8;0;Homicidios;30;MASCULINO;CASADO;ECUADOR
ZONA 3;TUNGURAHUA;SAN_PEDRO_DE_PELILEO;PATATE;EL TAMBO;24/10/2014;24;10;2014;18:45;18;45;0;Femicidios;22;FEMENINO;CASADO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;JIPIJAPA;25/10/2014;25;10;2014;10:40;10;40;0;Homicidios;15;MASCULINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;CAYAMBE;CAYAMBE SUR;25/10/2014;25;10;2014;23:40;23;40;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;NUEVO SUCUMBIOS;26/10/2014;26;10;2014;9:30;9;30;0;Homicidios;;MASCULINO;NO DETERMINADO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;BELLAVISTA NORTE;26/10/2014;26;10;2014;17:30;17;30;0;Sicariatos;32;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;27/10/2014;27;10;2014;5:30;5;30;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;DURAN;DURAN;DIVINO NIÑO;26/10/2014;26;10;2014;21:00;21;0;0;Asesinatos;31;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;JULIO MORENO;20/1/2014;20;1;2014;21:45;21;45;0;Homicidios;34;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SANTA_LUCIA;DAULE;SANTA LUCIA;26/10/2014;26;10;2014;0:00;0;0;0;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;RIO_VERDE;RIO VERDE;PALESTINA;25/10/2014;25;10;2014;18:00;18;0;0;Asesinatos;27;MASCULINO;SOLTERO;ECUADOR
ZONA 2;PICHINCHA;PEDRO_MONCAYO;CAYAMBE;MALCHINGUI;27/10/2014;27;10;2014;16:09;16;9;0;Asesinatos;85;MASCULINO;VIUDO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;27/10/2014;27;10;2014;20:45;20;45;0;Asesinatos;46;MASCULINO;DIVORCIADO;ECUADOR
ZONA 7;EL_ORO;EL_GUABO;PASAJE;RIO BONITO;27/10/2014;27;10;2014;21:45;21;45;0;Homicidios;65;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;27/10/2014;27;10;2014;0:00;0;0;0;Asesinatos;51;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;TRINITARIA NORTE;27/10/2014;27;10;2014;5:20;5;20;0;Femicidios;18;FEMENINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;NUEVA PROSPERINA;MONTE SINAI;27/10/2014;27;10;2014;6:40;6;40;0;Homicidios;32;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;NARANJITO;NARANJITO MARCELINO MARIDUEÑA;NARANJITO CENTRO;28/10/2014;28;10;2014;16:40;16;40;0;Homicidios;68;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CENTRO;22/10/2014;22;10;2014;13:00;13;0;0;Asesinatos;60;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ATACAMES;ATACAMES;TONSUPA;29/10/2014;29;10;2014;23:00;23;0;0;Homicidios;36;MASCULINO;UNION LIBRE;COLOMBIA
ZONA 4;MANABI;MONTECRISTI;MANTA;LEONIDAS PROAÑO;30/9/2014;30;9;2014;6:20;6;20;0;Asesinatos;35;MASCULINO;CASADO;ECUADOR
ZONA 7;LOJA;MACARA;MACARA;MACARA;29/10/2014;29;10;2014;0:30;0;30;0;Asesinatos;71;MASCULINO;CASADO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;MURCIELAGO;31/8/2014;31;8;2014;22:15;22;15;0;Homicidios;23;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;LOS CHILLOS;PINTAG;30/10/2014;30;10;2014;18:00;18;0;0;Femicidios;21;FEMENINO;CASADO;ECUADOR
ZONA 5;GUAYAS;GENERAL_ANTONIO_ELIZALDE;EL TRIUNFO BUCAY;BUCAY;22/9/2014;22;9;2014;5:20;5;20;0;Asesinatos;43;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;EUGENIO ESPEJO;COCHAPAMBA;31/10/2014;31;10;2014;18:30;18;30;0;Homicidios;18;MASCULINO;SOLTERO;ECUADOR
ZONA 7;LOJA;LOJA;LOJA;LA ARGELIA;1/11/2014;1;11;2014;4:00;4;0;0;Homicidios;36;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;MUISNE;ATACAMES;MUISNE;1/11/2014;1;11;2014;14:00;14;0;0;Asesinatos;61;MASCULINO;SOLTERO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;PASCUALES;ORQUIDEAS;2/11/2014;2;11;2014;1:48;1;48;0;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;SANTA_ROSA;SANTA ROSA;LAS PALMERAS;2/11/2014;2;11;2014;3:00;3;0;0;Asesinatos;33;MASCULINO;SOLTERO;ECUADOR
ZONA 5;BOLIVAR;GUARANDA;GUARANDA;FACUNDO VELA;1/11/2014;1;11;2014;20:30;20;30;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;ESMERALDAS LIBRE;2/11/2014;2;11;2014;6:00;6;0;0;Homicidios;61;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;SANTA MARTHA NORTE;26/1/2014;26;1;2014;0:00;0;0;0;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CRISTO VIVE;20/3/2014;20;3;2014;16:30;16;30;0;Asesinatos;25;MASCULINO;UNION LIBRE;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;UNIVERSIDAD;2/11/2014;2;11;2014;22:00;22;0;0;Asesinatos;26;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;UNIVERSIDAD;2/11/2014;2;11;2014;23:00;23;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;SAN_JACINTO_DE_YAGUACHI;YAGUACHI;BOLICHE;15/9/2014;15;9;2014;15:00;15;0;0;Homicidios;30;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PUERTO LIMON;23/3/2014;23;3;2014;10:00;10;0;0;Asesinatos;42;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;PUTUMAYO;PUTUMAYO;PUERTO DEL CARMEN;3/11/2014;3;11;2014;21:15;21;15;0;Asesinatos;33;MASCULINO;NO DETERMINADO;COLOMBIA
ZONA 7;EL_ORO;MACHALA;MACHALA;JAMBELI CENTRO;4/11/2014;4;11;2014;17:30;17;30;0;Asesinatos;15;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;CALDERON;LLANO CHICO;4/11/2014;4;11;2014;22:15;22;15;0;Homicidios;56;MASCULINO;CASADO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;4/11/2014;4;11;2014;15:00;15;0;0;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO OESTE;PLAN DE VIVIENDA;21/2/2014;21;2;2014;18:00;18;0;0;Asesinatos;40;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;CHIMBACALLE;5/11/2014;5;11;2014;12:30;12;30;0;Homicidios;21;FEMENINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;PORTOVELO;ZARUMA;PORTOVELO;5/11/2014;5;11;2014;2:00;2;0;0;Asesinatos;82;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;9 DE OCTUBRE;GARAY;5/11/2014;5;11;2014;11:00;11;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;MANTA;MANTA;CUBA;6/11/2014;6;11;2014;3:30;3;30;0;Femicidios;70;FEMENINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;PROPICIA;1/1/2014;1;1;2014;5:47;5;47;0;Homicidios;33;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;5/11/2014;5;11;2014;9:40;9;40;0;Asesinatos;19;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;1/1/2014;1;1;2014;4:00;4;0;0;Asesinatos;30;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CODESA;2/1/2014;2;1;2014;4:00;4;0;0;Asesinatos;32;FEMENINO;SOLTERO;ECUADOR
ZONA 3;CHIMBORAZO;RIOBAMBA;RIOBAMBA;POLITECNICA;6/11/2014;6;11;2014;12:30;12;30;0;Asesinatos;2;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;4/1/2014;4;1;2014;20:45;20;45;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_TRIUNFO;EL TRIUNFO BUCAY;EL TRIUNFO ESTE;5/11/2014;5;11;2014;9:30;9;30;0;Sicariatos;21;MASCULINO;SOLTERO;ECUADOR
ZONA 4;MANABI;SANTA_ANA;24 DE MAYO;SANTA ANA;5/1/2014;5;1;2014;0:33;0;33;0;Homicidios;;MASCULINO;DIVORCIADO;COLOMBIA
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;5/11/2014;5;11;2014;21:30;21;30;0;Asesinatos;62;MASCULINO;UNION LIBRE;ECUADOR
ZONA 2;PICHINCHA;CAYAMBE;CAYAMBE;CAYAMBE SUR;5/11/2014;5;11;2014;19:30;19;30;0;Asesinatos;47;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;SAN MATEO;6/11/2014;6;11;2014;22:00;22;0;0;Asesinatos;23;MASCULINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;7 DE OCTUBRE;12/1/2014;12;1;2014;8:00;8;0;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 9;PICHINCHA;QUITO;TUMBACO;TUMBACO;15/1/2014;15;1;2014;2:00;2;0;0;Homicidios;44;FEMENINO;CASADO;ECUADOR
ZONA 5;GUAYAS;CORONEL_MARCELINO_MARIDUENA;NARANJITO MARCELINO MARIDUEÑA;MARCELINO MARIDUEÑA;16/1/2014;16;1;2014;19:52;19;52;0;Asesinatos;37;FEMENINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;DAULE;DAULE;LA YOLITA;6/11/2014;6;11;2014;21:00;21;0;0;Asesinatos;67;FEMENINO;SOLTERO;ECUADOR
ZONA 5;LOS_RIOS;BABAHOYO;BABAHOYO;EL SALTO;7/11/2014;7;11;2014;6:00;6;0;0;Asesinatos;38;MASCULINO;UNION LIBRE;ECUADOR
ZONA 9;PICHINCHA;QUITO;ELOY ALFARO;FERROVIARIA;7/11/2014;7;11;2014;15:20;15;20;0;Homicidios;27;MASCULINO;SOLTERO;ECUADOR
ZONA 1;SUCUMBIOS;LAGO_AGRIO;LAGO AGRIO;EL DORADO;7/11/2014;7;11;2014;21:15;21;15;0;Asesinatos;34;MASCULINO;SOLTERO;ECUADOR
ZONA 6;AZUAY;CUENCA;CUENCA NORTE;EL VECINO;8/11/2014;8;11;2014;5:00;5;0;0;Asesinatos;18;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;ESMERALDAS;ESMERALDAS;CENTRO;8/11/2014;8;11;2014;9:30;9;30;0;Homicidios;72;MASCULINO;SOLTERO;ECUADOR
ZONA 5;GUAYAS;EL_EMPALME;EL EMPALME;PUERTO DEL MONO;8/11/2014;8;11;2014;19:30;19;30;0;Asesinatos;34;MASCULINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;SUR;FLORESTA;9/11/2014;9;11;2014;3:45;3;45;0;Asesinatos;35;MASCULINO;CASADO;ECUADOR
ZONA 5;GUAYAS;ISIDRO_AYORA;PEDRO CARBO;ISIDRO AYORA;8/11/2014;8;11;2014;0:18;0;18;0;Asesinatos;42;MASCULINO;CASADO;ECUADOR
ZONA 5;LOS_RIOS;QUEVEDO;QUEVEDO;SAN CARLOS;9/11/2014;9;11;2014;19:30;19;30;0;Asesinatos;62;MASCULINO;SOLTERO;ECUADOR
ZONA 4;SANTO_DOMINGO_DE_LOS_TSACHILAS;SANTO_DOMINGO;SANTO DOMINGO ESTE;CENTRO;16/1/2014;16;1;2014;17:31;17;31;0;Asesinatos;44;FEMENINO;CASADO;ECUADOR
ZONA 8;GUAYAS;GUAYAQUIL;ESTEROS;ESTEROS;9/11/2014;9;11;2014;9:00;9;0;0;Asesinatos;25;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;20/1/2014;20;1;2014;23:24;23;24;0;Asesinatos;22;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;20/1/2014;20;1;2014;23:36;23;36;0;Asesinatos;29;MASCULINO;SOLTERO;ECUADOR
ZONA 1;ESMERALDAS;SAN_LORENZO;SAN LORENZO;FRONTERA;20/1/2014;20;1;2014;23:00;23;0;0;Asesinatos;;MASCULINO;SOLTERO;ECUADOR
ZONA 7;EL_ORO;MACHALA;MACHALA;WILSON FRANCO;21/1/2014;21;1;2014;21:40;21;40;0;Asesinatos;29;MASCULINO;CASADO;ECUADOR
